學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
72	0002	國立清華大學	349901	(商務)科技管理系	D 日	M 碩士	62	11	24	18 新竹市	1 一般
73	0002	國立清華大學	349951	服務科學(管理)研究所	D 日	M 碩士	53	8	17	18 新竹市	1 一般
74	0002	國立清華大學	380203	科技法律學系	D 日	M 碩士	110	12	17	18 新竹市	1 一般
75	0002	國立清華大學	420302	(自然)生物科技學系	D 日	M 碩士	65	9	25	18 新竹市	1 一般
76	0002	國立清華大學	420313	分子(生物)及細胞生物研究所	D 日	M 碩士	36	11	16	18 新竹市	1 一般
77	0002	國立清華大學	420605	生物資訊與結構生物研究所	D 日	M 碩士	48	10	24	18 新竹市	1 一般
78	0002	國立清華大學	429904	系統神經科學研究所	D 日	M 碩士	25	6	13	18 新竹市	1 一般
79	0002	國立清華大學	440101	化學系	D 日	M 碩士	183	0	61	18 新竹市	1 一般
80	0002	國立清華大學	440301	物理學系	D 日	M 碩士	141	0	47	18 新竹市	1 一般
81	0002	國立清華大學	440601	天文(物理)研究所	D 日	M 碩士	9	7	4	18 新竹市	1 一般
82	0002	國立清華大學	449905	先進光源科技學位學程	D 日	M 碩士	14	0	6	18 新竹市	1 一般
83	0002	國立清華大學	460101	數學系	D 日	M 碩士	59	0	16	18 新竹市	1 一般
84	0002	國立清華大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	51	9	22	18 新竹市	1 一般
85	0002	國立清華大學	480401	資訊系統與應用研究所	D 日	M 碩士	110	0	39	18 新竹市	1 一般
86	0002	國立清華大學	520101	電機(與控制)工程學系	D 日	M 碩士	373	0	113	18 新竹市	1 一般
87	0002	國立清華大學	520103	(微)電子(工程)學系	D 日	M 碩士	183	0	60	18 新竹市	1 一般
88	0002	國立清華大學	520106	光電(科學與)工程學系	D 日	M 碩士	121	0	42	18 新竹市	1 一般
89	0002	國立清華大學	520114	資訊工程學系	D 日	M 碩士	353	0	152	18 新竹市	1 一般
90	0002	國立清華大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	129	0	43	18 新竹市	1 一般
91	0002	國立清華大學	520188	電資類產業研發專班	D 日	M 碩士	7	0	0	18 新竹市	1 一般
92	0002	國立清華大學	520201	(動力)機械工程學系	D 日	M 碩士	277	0	120	18 新竹市	1 一般
93	0002	國立清華大學	520401	化學工程學系	D 日	M 碩士	154	0	69	18 新竹市	1 一般
94	0002	國立清華大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	233	0	101	18 新竹市	1 一般
95	0002	國立清華大學	520518	奈米工程與微系統研究所	D 日	M 碩士	58	0	25	18 新竹市	1 一般
96	0002	國立清華大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	195	0	85	18 新竹市	1 一般
97	0002	國立清華大學	521104	生醫工程與環境科學系	D 日	M 碩士	99	0	39	18 新竹市	1 一般
98	0002	國立清華大學	521108	生物醫學工程學系	D 日	M 碩士	32	6	15	18 新竹市	1 一般
99	0002	國立清華大學	521201	工程與系統科學系	D 日	M 碩士	168	0	67	18 新竹市	1 一般
100	0002	國立清華大學	521202	核子工程與科學研究所	D 日	M 碩士	39	8	28	18 新竹市	1 一般
101	0002	國立清華大學	529928	全球營運管理學位學程	D 日	M 碩士	5	0	0	18 新竹市	1 一般
102	0002	國立清華大學	720107	(微免暨)分子醫學研究所	D 日	M 碩士	35	10	9	18 新竹市	1 一般
103	0003	國立臺灣大學	140203	華語(文)教學學系	D 日	M 碩士	57	4	5	30 臺北市	1 一般
104	0003	國立臺灣大學	210401	音樂學系	D 日	M 碩士	32	7	5	30 臺北市	1 一般
105	0003	國立臺灣大學	210501	戲劇學系	D 日	M 碩士	39	0	9	30 臺北市	1 一般
106	0003	國立臺灣大學	210703	藝術史學系	D 日	M 碩士	33	6	11	30 臺北市	1 一般
107	0003	國立臺灣大學	220101	臺灣文學系	D 日	M 碩士	48	5	8	30 臺北市	1 一般
108	0003	國立臺灣大學	220201	(中)國(語)文學系	D 日	M 碩士	90	0	24	30 臺北市	1 一般
109	0003	國立臺灣大學	220301	外國語文學系	D 日	M 碩士	60	0	14	30 臺北市	1 一般
110	0003	國立臺灣大學	220320	日本語文學系	D 日	M 碩士	48	0	8	30 臺北市	1 一般
111	0003	國立臺灣大學	220501	翻譯學系	D 日	M 碩士	46	2	8	30 臺北市	1 一般
112	0003	國立臺灣大學	220701	語言學研究所	D 日	M 碩士	31	8	18	30 臺北市	1 一般
113	0003	國立臺灣大學	220901	(歷)史學系	D 日	M 碩士	81	0	16	30 臺北市	1 一般
114	0003	國立臺灣大學	221001	人類學系	D 日	M 碩士	35	0	10	30 臺北市	1 一般
115	0003	國立臺灣大學	221101	哲學系	D 日	M 碩士	42	0	5	30 臺北市	1 一般
116	0003	國立臺灣大學	310101	經濟學系	D 日	M 碩士	121	0	37	30 臺北市	1 一般
117	0003	國立臺灣大學	310201	政治學系	D 日	M 碩士	147	0	44	30 臺北市	1 一般
118	0003	國立臺灣大學	310301	社會學系	D 日	M 碩士	49	0	13	30 臺北市	1 一般
119	0003	國立臺灣大學	310501	(應用)心理學系	D 日	M 碩士	115	0	33	30 臺北市	1 一般
120	0003	國立臺灣大學	310602	地理環境資源學系	D 日	M 碩士	59	0	25	30 臺北市	1 一般
121	0003	國立臺灣大學	310808	公共事務(管理)學系	D 日	M 碩士	47	6	5	30 臺北市	1 一般
122	0003	國立臺灣大學	311002	國家發展(與兩岸關係)研究所	D 日	M 碩士	216	21	43	30 臺北市	1 一般
123	0003	國立臺灣大學	320201	新聞學系	D 日	M 碩士	90	7	21	30 臺北市	1 一般
124	0003	國立臺灣大學	320602	(數位)圖書資訊學系	D 日	M 碩士	61	0	18	30 臺北市	1 一般
125	0003	國立臺灣大學	340101	商學系	D 日	M 碩士	148	3	65	30 臺北市	1 一般
126	0003	國立臺灣大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	109	0	51	30 臺北市	1 一般
127	0003	國立臺灣大學	340301	企業管理學系	D 日	M 碩士	138	2	24	30 臺北市	1 一般
128	0003	國立臺灣大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	144	0	56	30 臺北市	1 一般
129	0003	國立臺灣大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	156	0	61	30 臺北市	1 一般
130	0003	國立臺灣大學	380101	法律學系	D 日	M 碩士	495	0	111	30 臺北市	1 一般
131	0003	國立臺灣大學	380205	科際整合法律學研究所	D 日	M 碩士	172	7	29	30 臺北市	1 一般
132	0003	國立臺灣大學	420103	生命科學系	D 日	M 碩士	62	0	26	30 臺北市	1 一般
133	0003	國立臺灣大學	420106	植物科學研究所	D 日	M 碩士	66	9	27	30 臺北市	1 一般
134	0003	國立臺灣大學	420107	昆蟲學系	D 日	M 碩士	34	0	10	30 臺北市	1 一般
135	0003	國立臺灣大學	420202	生態學與演化生物學研究所	D 日	M 碩士	65	8	17	30 臺北市	1 一般
136	0003	國立臺灣大學	420302	(自然)生物科技學系	D 日	M 碩士	23	8	0	30 臺北市	1 一般
137	0003	國立臺灣大學	420309	生化科學研究所	D 日	M 碩士	55	7	21	30 臺北市	1 一般
138	0003	國立臺灣大學	420310	生化科技學系	D 日	M 碩士	117	0	52	30 臺北市	1 一般
139	0003	國立臺灣大學	420313	分子(生物)及細胞生物研究所	D 日	M 碩士	61	7	26	30 臺北市	1 一般
140	0003	國立臺灣大學	420321	基因體與系統生物學學位學程	D 日	M 碩士	12	0	3	30 臺北市	1 一般
141	0003	國立臺灣大學	420401	微生物學系	D 日	M 碩士	78	12	33	30 臺北市	1 一般
142	0003	國立臺灣大學	420501	生物化學(暨分子生物)研究所	D 日	M 碩士	60	13	30	30 臺北市	1 一般
143	0003	國立臺灣大學	440101	化學系	D 日	M 碩士	202	0	96	30 臺北市	1 一般
144	0003	國立臺灣大學	440203	地質(科)學系	D 日	M 碩士	84	0	26	30 臺北市	1 一般
145	0003	國立臺灣大學	440214	氣候變遷與永續發展國際學位學程	D 日	M 碩士	14	0	0	30 臺北市	1 一般
146	0003	國立臺灣大學	440301	物理學系	D 日	M 碩士	169	0	70	30 臺北市	1 一般
147	0003	國立臺灣大學	440302	應用物理學系	D 日	M 碩士	40	7	11	30 臺北市	1 一般
148	0003	國立臺灣大學	440401	大氣科學系	D 日	M 碩士	55	0	13	30 臺北市	1 一般
149	0003	國立臺灣大學	440508	海洋(科學)學系	D 日	M 碩士	85	29	42	30 臺北市	1 一般
150	0003	國立臺灣大學	440601	天文(物理)研究所	D 日	M 碩士	17	7	3	30 臺北市	1 一般
151	0003	國立臺灣大學	460101	數學系	D 日	M 碩士	53	0	22	30 臺北市	1 一般
152	0003	國立臺灣大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	19	0	9	30 臺北市	1 一般
153	0003	國立臺灣大學	469904	應用數學科學研究所	D 日	M 碩士	31	8	11	30 臺北市	1 一般
154	0003	國立臺灣大學	480109	資訊管理(技術)學系	D 日	M 碩士	121	0	44	30 臺北市	1 一般
155	0003	國立臺灣大學	480202	資訊網路與多媒體研究所	D 日	M 碩士	102	9	47	30 臺北市	1 一般
156	0003	國立臺灣大學	520101	電機(與控制)工程學系	D 日	M 碩士	221	0	69	30 臺北市	1 一般
157	0003	國立臺灣大學	520103	(微)電子(工程)學系	D 日	M 碩士	377	14	124	30 臺北市	1 一般
158	0003	國立臺灣大學	520106	光電(科學與)工程學系	D 日	M 碩士	251	18	84	30 臺北市	1 一般
159	0003	國立臺灣大學	520114	資訊工程學系	D 日	M 碩士	324	0	127	30 臺北市	1 一般
160	0003	國立臺灣大學	520123	電信工程學系	D 日	M 碩士	284	13	107	30 臺北市	1 一般
161	0003	國立臺灣大學	520201	(動力)機械工程學系	D 日	M 碩士	423	0	181	30 臺北市	1 一般
162	0003	國立臺灣大學	520234	應用力學研究所	D 日	M 碩士	174	29	66	30 臺北市	1 一般
163	0003	國立臺灣大學	520239	生物(產業)機電工程學系	D 日	M 碩士	106	0	41	30 臺北市	1 一般
164	0003	國立臺灣大學	520301	土木工程學系	D 日	M 碩士	347	0	163	30 臺北市	1 一般
165	0003	國立臺灣大學	520315	生物環境(系統)工程學系	D 日	M 碩士	72	0	30	30 臺北市	1 一般
166	0003	國立臺灣大學	520401	化學工程學系	D 日	M 碩士	202	0	83	30 臺北市	1 一般
167	0003	國立臺灣大學	520407	高分子科學與工程學研究所	D 日	M 碩士	57	7	27	30 臺北市	1 一般
168	0003	國立臺灣大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	142	0	48	30 臺北市	1 一般
169	0003	國立臺灣大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	70	6	33	30 臺北市	1 一般
170	0003	國立臺灣大學	520901	環境工程學系	D 日	M 碩士	98	13	46	30 臺北市	1 一般
171	0003	國立臺灣大學	521105	生醫電子與資訊學研究所	D 日	M 碩士	100	8	40	30 臺北市	1 一般
172	0003	國立臺灣大學	521302	工程科學(及海洋工程)學系	D 日	M 碩士	187	0	65	30 臺北市	1 一般
173	0003	國立臺灣大學	521307	醫學工程學系	D 日	M 碩士	123	13	52	30 臺北市	1 一般
174	0003	國立臺灣大學	589901	建築與城鄉研究所	D 日	M 碩士	99	8	25	30 臺北市	1 一般
175	0003	國立臺灣大學	620102	農藝學系	D 日	M 碩士	66	0	23	30 臺北市	1 一般
176	0003	國立臺灣大學	620203	動物科學(技術)學系	D 日	M 碩士	59	0	21	30 臺北市	1 一般
177	0003	國立臺灣大學	620303	園藝暨景觀學系	D 日	M 碩士	132	0	45	30 臺北市	1 一般
178	0003	國立臺灣大學	620402	植物病理(與微生物)學系	D 日	M 碩士	57	0	22	30 臺北市	1 一般
179	0003	國立臺灣大學	620404	植物醫學系	D 日	M 碩士	30	0	6	30 臺北市	1 一般
180	0003	國立臺灣大學	620501	農業經濟學系	D 日	M 碩士	78	0	25	30 臺北市	1 一般
181	0003	國立臺灣大學	620510	生物產業傳播暨發展學系	D 日	M 碩士	30	0	6	30 臺北市	1 一般
182	0003	國立臺灣大學	620602	食品科技學系	D 日	M 碩士	101	12	26	30 臺北市	1 一般
183	0003	國立臺灣大學	620801	農業化學系	D 日	M 碩士	60	0	23	30 臺北市	1 一般
184	0003	國立臺灣大學	621002	森林環境暨資源學系	D 日	M 碩士	143	0	32	30 臺北市	1 一般
185	0003	國立臺灣大學	621101	漁業科學研究所	D 日	M 碩士	39	7	11	30 臺北市	1 一般
186	0003	國立臺灣大學	640101	獸醫學系	D 日	M 碩士	36	0	9	30 臺北市	1 一般
187	0003	國立臺灣大學	640107	臨床動物醫學研究所	D 日	M 碩士	28	11	9	30 臺北市	1 一般
188	0003	國立臺灣大學	640109	分子暨比較病理生物學研究所	D 日	M 碩士	18	7	1	30 臺北市	1 一般
189	0003	國立臺灣大學	720107	(微免暨)分子醫學研究所	D 日	M 碩士	23	7	15	30 臺北市	1 一般
190	0003	國立臺灣大學	720108	免疫學研究所	D 日	M 碩士	28	7	16	30 臺北市	1 一般
191	0003	國立臺灣大學	720109	生理學研究所	D 日	M 碩士	38	9	14	30 臺北市	1 一般
192	0003	國立臺灣大學	720112	病理學研究所	D 日	M 碩士	13	10	8	30 臺北市	1 一般
193	0003	國立臺灣大學	720114	解剖學暨細胞生物學研究所	D 日	M 碩士	25	10	7	30 臺北市	1 一般
194	0003	國立臺灣大學	720136	基因體暨蛋白體醫學研究所	D 日	M 碩士	9	6	0	30 臺北市	1 一般
195	0003	國立臺灣大學	720137	醫學教育暨生醫倫理研究所	D 日	M 碩士	8	11	4	30 臺北市	1 一般
196	0003	國立臺灣大學	720201	公共衛生學系	D 日	M 碩士	89	0	19	30 臺北市	1 一般
197	0003	國立臺灣大學	720203	職業醫學與工業衛生研究所	D 日	M 碩士	50	11	14	30 臺北市	1 一般
198	0003	國立臺灣大學	720215	環境衛生研究所	D 日	M 碩士	34	7	12	30 臺北市	1 一般
199	0003	國立臺灣大學	720220	流行病學與預防醫學研究所	D 日	M 碩士	86	14	32	30 臺北市	1 一般
200	0003	國立臺灣大學	720221	健康政策與管理研究所	D 日	M 碩士	81	10	32	30 臺北市	1 一般
201	0003	國立臺灣大學	720225	健康行為與社區科學研究所	D 日	M 碩士	16	5	0	30 臺北市	1 一般
202	0003	國立臺灣大學	720301	藥學系	D 日	M 碩士	65	0	23	30 臺北市	1 一般
203	0003	國立臺灣大學	720305	藥理(暨毒理)(學)研究所	D 日	M 碩士	39	10	18	30 臺北市	1 一般
204	0003	國立臺灣大學	720308	臨床藥學研究所	D 日	M 碩士	20	7	11	30 臺北市	1 一般
205	0003	國立臺灣大學	720401	物理治療系	D 日	M 碩士	36	0	15	30 臺北市	1 一般
206	0003	國立臺灣大學	720402	職能治療學系	D 日	M 碩士	22	0	9	30 臺北市	1 一般
207	0003	國立臺灣大學	720601	護理學系	D 日	M 碩士	80	0	15	30 臺北市	1 一般
208	0003	國立臺灣大學	720708	醫學檢驗(暨)生物技術學系	D 日	M 碩士	58	0	22	30 臺北市	1 一般
209	0003	國立臺灣大學	720802	臨床牙醫學研究所	D 日	M 碩士	73	8	20	30 臺北市	1 一般
210	0003	國立臺灣大學	720806	口腔生物(科學)研究所	D 日	M 碩士	32	7	10	30 臺北市	1 一般
211	0003	國立臺灣大學	729901	法醫學研究所	D 日	M 碩士	15	7	5	30 臺北市	1 一般
212	0003	國立臺灣大學	729904	(醫學分子)毒理學研究所	D 日	M 碩士	27	6	9	30 臺北市	1 一般
213	0003	國立臺灣大學	729909	腦與心智科學研究所	D 日	M 碩士	34	5	15	30 臺北市	1 一般
214	0003	國立臺灣大學	729914	醫療器材與醫學影像研究所	D 日	M 碩士	15	4	0	30 臺北市	1 一般
215	0003	國立臺灣大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	58	0	15	30 臺北市	1 一般
216	0003	國立臺灣大學	810540	運動設施與健康管理學位學程	D 日	M 碩士	12	0	0	30 臺北市	1 一般
217	0004	國立臺灣師範大學	140101	教育學系	D 日	M 碩士	69	0	10	30 臺北市	3 師範
218	0004	國立臺灣師範大學	140105	課程(與教學)研究所	D 日	M 碩士	42	7	5	30 臺北市	3 師範
219	0004	國立臺灣師範大學	140107	(教育心理與)輔導學系	D 日	M 碩士	108	0	32	30 臺北市	3 師範
220	0004	國立臺灣師範大學	140201	公民教育與活動領導學系	D 日	M 碩士	80	0	20	30 臺北市	3 師範
221	0004	國立臺灣師範大學	140203	華語(文)教學學系	D 日	M 碩士	113	0	25	30 臺北市	3 師範
222	0004	國立臺灣師範大學	140206	(自然)科學教育(與應用)	D 日	M 碩士	56	12	20	30 臺北市	3 師範
223	0004	國立臺灣師範大學	140215	人類發展與家庭學系	D 日	M 碩士	93	0	26	30 臺北市	3 師範
224	0004	國立臺灣師範大學	140222	社會教育學系	D 日	M 碩士	70	0	19	30 臺北市	3 師範
225	0004	國立臺灣師範大學	140301	工業教育(與技術)學系	D 日	M 碩士	82	0	35	30 臺北市	3 師範
226	0004	國立臺灣師範大學	140305	(生態與)環境教育學系	D 日	M 碩士	60	7	10	30 臺北市	3 師範
227	0004	國立臺灣師範大學	140307	資訊教育學系	D 日	M 碩士	53	5	21	30 臺北市	3 師範
228	0004	國立臺灣師範大學	140315	體育學系	D 日	M 碩士	140	0	37	30 臺北市	3 師範
229	0004	國立臺灣師範大學	140325	健康促進與衛生教育學系	D 日	M 碩士	49	0	20	30 臺北市	3 師範
230	0004	國立臺灣師範大學	140601	特殊教育學系	D 日	M 碩士	60	0	19	30 臺北市	3 師範
231	0004	國立臺灣師範大學	140704	教育政策與行政學系	D 日	M 碩士	53	5	9	30 臺北市	3 師範
232	0004	國立臺灣師範大學	149909	科技應用與人力資源發展學系	D 日	M 碩士	80	0	19	30 臺北市	3 師範
233	0004	國立臺灣師範大學	210101	(應用)美術學系	D 日	M 碩士	136	0	25	30 臺北市	3 師範
234	0004	國立臺灣師範大學	210401	音樂學系	D 日	M 碩士	125	0	32	30 臺北市	3 師範
235	0004	國立臺灣師範大學	210406	民族音樂學系	D 日	M 碩士	64	4	14	30 臺北市	3 師範
236	0004	國立臺灣師範大學	210703	藝術史學系	D 日	M 碩士	47	6	9	30 臺北市	3 師範
237	0004	國立臺灣師範大學	210707	(音樂與)表演藝術系	D 日	M 碩士	82	0	22	30 臺北市	3 師範
238	0004	國立臺灣師範大學	220102	臺灣語文(與傳播)學系	D 日	M 碩士	38	0	6	30 臺北市	3 師範
239	0004	國立臺灣師範大學	220201	(中)國(語)文學系	D 日	M 碩士	108	0	30	30 臺北市	3 師範
240	0004	國立臺灣師範大學	220204	(應用)華語(文)學系	D 日	M 碩士	71	0	11	30 臺北市	3 師範
241	0004	國立臺灣師範大學	220308	英語學系	D 日	M 碩士	134	0	26	30 臺北市	3 師範
242	0004	國立臺灣師範大學	220501	翻譯學系	D 日	M 碩士	69	7	18	30 臺北市	3 師範
243	0004	國立臺灣師範大學	220901	(歷)史學系	D 日	M 碩士	90	0	7	30 臺北市	3 師範
244	0004	國立臺灣師範大學	220903	臺灣(歷)史研究所	D 日	M 碩士	53	5	6	30 臺北市	3 師範
245	0004	國立臺灣師範大學	230106	設計(科學)(創作)(運算)學系	D 日	M 碩士	90	0	19	30 臺北市	3 師範
246	0004	國立臺灣師範大學	239988	藝術設計類產業研發專班	D 日	M 碩士	14	0	0	30 臺北市	3 師範
247	0004	國立臺灣師範大學	310201	政治學系	D 日	M 碩士	16	6	7	30 臺北市	3 師範
248	0004	國立臺灣師範大學	310601	地理學系	D 日	M 碩士	69	0	21	30 臺北市	3 師範
249	0004	國立臺灣師範大學	310702	東亞學系	D 日	M 碩士	63	0	15	30 臺北市	3 師範
250	0004	國立臺灣師範大學	310727	歐洲文化與觀光研究所	D 日	M 碩士	34	5	12	30 臺北市	3 師範
251	0004	國立臺灣師範大學	310908	全球經營與策略研究所	D 日	M 碩士	51	5	10	30 臺北市	3 師範
252	0004	國立臺灣師範大學	320101	大眾傳播學系	D 日	M 碩士	85	6	15	30 臺北市	3 師範
253	0004	國立臺灣師範大學	320602	(數位)圖書資訊學系	D 日	M 碩士	51	6	17	30 臺北市	3 師範
