學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
2526	0023	國立雲林科技大學	520101	電機(與控制)工程學系	N 職	M 碩士	42	1	11	09 雲林縣	2 技職
2527	0023	國立雲林科技大學	520103	(微)電子(工程)學系	D 日	D 博士	8	0	1	09 雲林縣	2 技職
2528	0023	國立雲林科技大學	520103	(微)電子(工程)學系	D 日	M 碩士	166	0	64	09 雲林縣	2 技職
2529	0023	國立雲林科技大學	520103	(微)電子(工程)學系	D 日	B 四技	517	21	124	09 雲林縣	2 技職
2530	0023	國立雲林科技大學	520114	資訊工程學系	D 日	M 碩士	89	0	27	09 雲林縣	2 技職
2531	0023	國立雲林科技大學	520114	資訊工程學系	D 日	B 四技	244	11	58	09 雲林縣	2 技職
2532	0023	國立雲林科技大學	520201	(動力)機械工程學系	D 日	D 博士	18	0	0	09 雲林縣	2 技職
2533	0023	國立雲林科技大學	520201	(動力)機械工程學系	D 日	M 碩士	142	0	61	09 雲林縣	2 技職
2534	0023	國立雲林科技大學	520201	(動力)機械工程學系	D 日	B 四技	515	21	120	09 雲林縣	2 技職
2535	0023	國立雲林科技大學	520311	營建工程學系	D 日	M 碩士	64	0	21	09 雲林縣	2 技職
2536	0023	國立雲林科技大學	520311	營建工程學系	D 日	B 四技	279	16	66	09 雲林縣	2 技職
2537	0023	國立雲林科技大學	520311	營建工程學系	D 日	C 二技	4	0	1	09 雲林縣	2 技職
2538	0023	國立雲林科技大學	520311	營建工程學系	N 職	M 碩士	51	0	14	09 雲林縣	2 技職
2539	0023	國立雲林科技大學	520403	化(學)工(程)與材料工程學系	D 日	D 博士	5	0	3	09 雲林縣	2 技職
2540	0023	國立雲林科技大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	116	0	41	09 雲林縣	2 技職
2541	0023	國立雲林科技大學	520403	化(學)工(程)與材料工程學系	D 日	B 四技	421	16	100	09 雲林縣	2 技職
2542	0023	國立雲林科技大學	520503	材料科技研究所	D 日	M 碩士	39	11	19	09 雲林縣	2 技職
2543	0023	國立雲林科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	D 博士	21	0	2	09 雲林縣	2 技職
2544	0023	國立雲林科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	112	0	51	09 雲林縣	2 技職
2545	0023	國立雲林科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 四技	436	19	78	09 雲林縣	2 技職
2546	0023	國立雲林科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 職	M 碩士	98	0	34	09 雲林縣	2 技職
2547	0023	國立雲林科技大學	520905	環境與安全(衛生)工程學系	D 日	D 博士	5	0	1	09 雲林縣	2 技職
2548	0023	國立雲林科技大學	520905	環境與安全(衛生)工程學系	D 日	M 碩士	87	0	27	09 雲林縣	2 技職
2549	0023	國立雲林科技大學	520905	環境與安全(衛生)工程學系	D 日	B 四技	252	15	49	09 雲林縣	2 技職
2550	0023	國立雲林科技大學	520905	環境與安全(衛生)工程學系	D 日	C 二技	4	0	1	09 雲林縣	2 技職
2551	0023	國立雲林科技大學	520905	環境與安全(衛生)工程學系	N 職	M 碩士	51	0	11	09 雲林縣	2 技職
2552	0023	國立雲林科技大學	521301	工程科技學系	D 日	D 博士	73	7	13	09 雲林縣	2 技職
2553	0023	國立雲林科技大學	529977	工程類產學專班	D 日	B 四技	137	0	0	09 雲林縣	2 技職
2554	0023	國立雲林科技大學	529998	工程學院(不分系)	D 日	B 四技	69	0	0	09 雲林縣	2 技職
2555	0023	國立雲林科技大學	810503	休閒運動(保健)學系	D 日	M 碩士	32	8	14	09 雲林縣	2 技職
2556	0023	國立雲林科技大學	810503	休閒運動(保健)學系	N 職	M 碩士	51	1	19	09 雲林縣	2 技職
2557	0023	國立雲林科技大學	999901	通識及共同科目	D 日		0	11	0	09 雲林縣	2 技職
2558	0023	國立雲林科技大學	999903	軍訓教官	D 日		0	5	0	09 雲林縣	2 技職
2559	0023	國立雲林科技大學	999999	其他(包括行政助教)			0	0	0	09 雲林縣	2 技職
2560	0024	國立屏東科技大學	140113	技術及職業教育研究所	D 日	M 碩士	37	6	17	13 屏東縣	2 技職
2561	0024	國立屏東科技大學	140113	技術及職業教育研究所	N 職	M 碩士	31	0	13	13 屏東縣	2 技職
2562	0024	國立屏東科技大學	220303	應用外語系	D 日	M 碩士	16	0	3	13 屏東縣	2 技職
2563	0024	國立屏東科技大學	220303	應用外語系	D 日	B 四技	216	11	50	13 屏東縣	2 技職
2564	0024	國立屏東科技大學	230104	時尚(創意)設計(與管理)學系	D 日	M 碩士	36	0	4	13 屏東縣	2 技職
2565	0024	國立屏東科技大學	230104	時尚(創意)設計(與管理)學系	D 日	B 四技	251	8	65	13 屏東縣	2 技職
2566	0024	國立屏東科技大學	239977	設計類產學專班	N 修	B 四技	90	0	0	13 屏東縣	2 技職
2567	0024	國立屏東科技大學	310722	客家文化(產業)研究所	D 日	M 碩士	26	4	9	13 屏東縣	2 技職
2568	0024	國立屏東科技大學	310999	國際事務學院(不分系)	D 日		0	1	0	13 屏東縣	2 技職
2569	0024	國立屏東科技大學	340301	企業管理學系	D 日	M 碩士	25	0	15	13 屏東縣	2 技職
2570	0024	國立屏東科技大學	340301	企業管理學系	D 日	B 四技	393	15	106	13 屏東縣	2 技職
2571	0024	國立屏東科技大學	340301	企業管理學系	D 日	C 二技	2	0	0	13 屏東縣	2 技職
2572	0024	國立屏東科技大學	340301	企業管理學系	N 職	M 碩士	29	0	12	13 屏東縣	2 技職
2573	0024	國立屏東科技大學	340301	企業管理學系	N 修	B 四技	158	0	28	13 屏東縣	2 技職
2574	0024	國立屏東科技大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	5	0	1	13 屏東縣	2 技職
2575	0024	國立屏東科技大學	340501	(計量)(數量)財務金融學系	D 日	B 四技	32	4	0	13 屏東縣	2 技職
2576	0024	國立屏東科技大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	5	0	6	13 屏東縣	2 技職
2577	0024	國立屏東科技大學	349901	(商務)科技管理系	D 日	M 碩士	18	4	6	13 屏東縣	2 技職
2578	0024	國立屏東科技大學	349901	(商務)科技管理系	N 職	M 碩士	14	0	4	13 屏東縣	2 技職
2579	0024	國立屏東科技大學	349906	工業管理(與經營資訊)學系	D 日	M 碩士	44	0	23	13 屏東縣	2 技職
2580	0024	國立屏東科技大學	349906	工業管理(與經營資訊)學系	D 日	B 四技	370	12	89	13 屏東縣	2 技職
2581	0024	國立屏東科技大學	349906	工業管理(與經營資訊)學系	N 職	M 碩士	26	2	6	13 屏東縣	2 技職
2582	0024	國立屏東科技大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	46	0	20	13 屏東縣	2 技職
2583	0024	國立屏東科技大學	420177	生物學類產學專班	N 修	B 四技	0	0	1	13 屏東縣	2 技職
2584	0024	國立屏東科技大學	420203	野生動物保育研究所	D 日	M 碩士	44	6	5	13 屏東縣	2 技職
2585	0024	國立屏東科技大學	420302	(自然)生物科技學系	D 日	M 碩士	70	0	31	13 屏東縣	2 技職
2586	0024	國立屏東科技大學	420302	(自然)生物科技學系	D 日	B 四技	215	13	53	13 屏東縣	2 技職
2587	0024	國立屏東科技大學	420307	生物資源(與科技)(技術)學系	D 日	D 博士	31	4	3	13 屏東縣	2 技職
2588	0024	國立屏東科技大學	480109	資訊管理(技術)學系	D 日	M 碩士	48	0	24	13 屏東縣	2 技職
2589	0024	國立屏東科技大學	480109	資訊管理(技術)學系	D 日	B 四技	226	11	47	13 屏東縣	2 技職
2590	0024	國立屏東科技大學	480109	資訊管理(技術)學系	N 職	M 碩士	26	0	14	13 屏東縣	2 技職
2591	0024	國立屏東科技大學	520201	(動力)機械工程學系	D 日	M 碩士	44	0	26	13 屏東縣	2 技職
2592	0024	國立屏東科技大學	520201	(動力)機械工程學系	D 日	B 四技	387	13	94	13 屏東縣	2 技職
2593	0024	國立屏東科技大學	520201	(動力)機械工程學系	N 職	M 碩士	26	0	9	13 屏東縣	2 技職
2594	0024	國立屏東科技大學	520201	(動力)機械工程學系	N 修	B 四技	21	2	0	13 屏東縣	2 技職
2595	0024	國立屏東科技大學	520202	車輛工程系	D 日	M 碩士	80	0	27	13 屏東縣	2 技職
2596	0024	國立屏東科技大學	520202	車輛工程系	D 日	B 四技	382	16	86	13 屏東縣	2 技職
2597	0024	國立屏東科技大學	520239	生物(產業)機電工程學系	D 日	M 碩士	34	0	10	13 屏東縣	2 技職
2598	0024	國立屏東科技大學	520239	生物(產業)機電工程學系	D 日	B 四技	202	12	44	13 屏東縣	2 技職
2599	0024	國立屏東科技大學	520239	生物(產業)機電工程學系	N 修	B 四技	199	0	42	13 屏東縣	2 技職
2600	0024	國立屏東科技大學	520301	土木工程學系	D 日	D 博士	23	0	3	13 屏東縣	2 技職
2601	0024	國立屏東科技大學	520301	土木工程學系	D 日	M 碩士	25	0	7	13 屏東縣	2 技職
2602	0024	國立屏東科技大學	520301	土木工程學系	D 日	B 四技	378	14	89	13 屏東縣	2 技職
2603	0024	國立屏東科技大學	520301	土木工程學系	N 職	M 碩士	50	0	7	13 屏東縣	2 技職
2604	0024	國立屏東科技大學	520326	土壤與水工程學位學程	D 日	M 碩士	18	1	2	13 屏東縣	2 技職
2605	0024	國立屏東科技大學	520329	環境資源與防災學位學程	N 修	B 四技	150	0	0	13 屏東縣	2 技職
2606	0024	國立屏東科技大學	520501	材料工程學系	D 日	M 碩士	27	7	13	13 屏東縣	2 技職
2607	0024	國立屏東科技大學	520903	環境工程與科學學系	D 日	D 博士	22	0	3	13 屏東縣	2 技職
2608	0024	國立屏東科技大學	520903	環境工程與科學學系	D 日	M 碩士	72	0	28	13 屏東縣	2 技職
2609	0024	國立屏東科技大學	520903	環境工程與科學學系	D 日	B 四技	376	18	79	13 屏東縣	2 技職
2610	0024	國立屏東科技大學	520903	環境工程與科學學系	N 職	M 碩士	38	1	21	13 屏東縣	2 技職
2611	0024	國立屏東科技大學	580204	景觀與遊憩(管理)系	D 日	M 碩士	24	2	10	13 屏東縣	2 技職
2612	0024	國立屏東科技大學	620103	農園生產學系	D 日	D 博士	27	0	2	13 屏東縣	2 技職
2613	0024	國立屏東科技大學	620103	農園生產學系	D 日	M 碩士	49	0	15	13 屏東縣	2 技職
2614	0024	國立屏東科技大學	620103	農園生產學系	D 日	B 四技	474	16	92	13 屏東縣	2 技職
2615	0024	國立屏東科技大學	620103	農園生產學系	N 職	M 碩士	30	2	9	13 屏東縣	2 技職
2616	0024	國立屏東科技大學	620105	熱帶農業暨國際合作學系	D 日	D 博士	79	0	8	13 屏東縣	2 技職
2617	0024	國立屏東科技大學	620105	熱帶農業暨國際合作學系	D 日	M 碩士	43	0	18	13 屏東縣	2 技職
2618	0024	國立屏東科技大學	620105	熱帶農業暨國際合作學系	D 日	B 四技	132	8	27	13 屏東縣	2 技職
2619	0024	國立屏東科技大學	620105	熱帶農業暨國際合作學系	N 職	M 碩士	3	3	1	13 屏東縣	2 技職
2620	0024	國立屏東科技大學	620201	(動物科學與)畜產學系	D 日	M 碩士	36	0	5	13 屏東縣	2 技職
2621	0024	國立屏東科技大學	620201	(動物科學與)畜產學系	D 日	B 四技	250	11	52	13 屏東縣	2 技職
2622	0024	國立屏東科技大學	620201	(動物科學與)畜產學系	N 職	M 碩士	14	0	5	13 屏東縣	2 技職
2623	0024	國立屏東科技大學	620404	植物醫學系	D 日	M 碩士	24	0	11	13 屏東縣	2 技職
2624	0024	國立屏東科技大學	620404	植物醫學系	D 日	B 四技	230	11	40	13 屏東縣	2 技職
2625	0024	國立屏東科技大學	620404	植物醫學系	D 日	C 二技	2	0	0	13 屏東縣	2 技職
2626	0024	國立屏東科技大學	620504	農企業管理系	D 日	M 碩士	18	0	15	13 屏東縣	2 技職
2627	0024	國立屏東科技大學	620504	農企業管理系	D 日	B 四技	228	11	49	13 屏東縣	2 技職
2628	0024	國立屏東科技大學	620504	農企業管理系	N 職	M 碩士	53	0	27	13 屏東縣	2 技職
2629	0024	國立屏東科技大學	620601	食品科學系	D 日	D 博士	31	0	1	13 屏東縣	2 技職
2630	0024	國立屏東科技大學	620601	食品科學系	D 日	M 碩士	101	0	35	13 屏東縣	2 技職
2631	0024	國立屏東科技大學	620601	食品科學系	D 日	B 四技	437	17	109	13 屏東縣	2 技職
2632	0024	國立屏東科技大學	620601	食品科學系	D 日	C 二技	2	0	0	13 屏東縣	2 技職
2633	0024	國立屏東科技大學	620601	食品科學系	N 修	B 四技	201	1	58	13 屏東縣	2 技職
2634	0024	國立屏東科技大學	620620	食品生技學位學程	N 職	M 碩士	22	0	0	13 屏東縣	2 技職
2635	0024	國立屏東科技大學	620701	水土保持學系	D 日	M 碩士	35	0	11	13 屏東縣	2 技職
2636	0024	國立屏東科技大學	620701	水土保持學系	D 日	B 四技	235	9	46	13 屏東縣	2 技職
2637	0024	國立屏東科技大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	M 碩士	23	0	8	13 屏東縣	2 技職
2638	0024	國立屏東科技大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 四技	271	9	61	13 屏東縣	2 技職
2639	0024	國立屏東科技大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	C 二技	1	0	0	13 屏東縣	2 技職
2640	0024	國立屏東科技大學	621005	木材科學(與)(工藝)(設計)學系	D 日	M 碩士	22	0	3	13 屏東縣	2 技職
2641	0024	國立屏東科技大學	621005	木材科學(與)(工藝)(設計)學系	D 日	B 四技	221	9	50	13 屏東縣	2 技職
2642	0024	國立屏東科技大學	621104	水產養殖學系	D 日	D 博士	13	0	1	13 屏東縣	2 技職
2643	0024	國立屏東科技大學	621104	水產養殖學系	D 日	M 碩士	20	0	9	13 屏東縣	2 技職
2644	0024	國立屏東科技大學	621104	水產養殖學系	D 日	B 四技	240	12	57	13 屏東縣	2 技職
2645	0024	國立屏東科技大學	621110	觀賞魚科技國際學位專班	D 日	D 博士	2	0	0	13 屏東縣	2 技職
2646	0024	國立屏東科技大學	621110	觀賞魚科技國際學位專班	D 日	M 碩士	4	0	0	13 屏東縣	2 技職
2647	0024	國立屏東科技大學	629977	農業類產學專班	N 修	B 四技	171	0	72	13 屏東縣	2 技職
2648	0024	國立屏東科技大學	640101	獸醫學系	D 日	D 博士	24	0	0	13 屏東縣	2 技職
2649	0024	國立屏東科技大學	640101	獸醫學系	D 日	M 碩士	30	0	5	13 屏東縣	2 技職
2650	0024	國立屏東科技大學	640101	獸醫學系	D 日	B 四技	520	16	96	13 屏東縣	2 技職
2651	0024	國立屏東科技大學	640101	獸醫學系	N 職	M 碩士	15	0	1	13 屏東縣	2 技職
2652	0024	國立屏東科技大學	640105	動物疫苗科技研究所	D 日	M 碩士	35	6	8	13 屏東縣	2 技職
2653	0024	國立屏東科技大學	640112	動物用疫苗國際學位專班	D 日	D 博士	3	0	0	13 屏東縣	2 技職
2654	0024	國立屏東科技大學	640112	動物用疫苗國際學位專班	D 日	M 碩士	1	0	0	13 屏東縣	2 技職
2655	0024	國立屏東科技大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	40	0	13	13 屏東縣	2 技職
2656	0024	國立屏東科技大學	760301	(社會政策與)社會工作學系	D 日	B 四技	257	9	58	13 屏東縣	2 技職
2657	0024	國立屏東科技大學	760301	(社會政策與)社會工作學系	N 修	B 四技	185	0	53	13 屏東縣	2 技職
2658	0024	國立屏東科技大學	760401	(嬰)幼兒保育(技術)學系	D 日	M 碩士	18	0	8	13 屏東縣	2 技職
2659	0024	國立屏東科技大學	760401	(嬰)幼兒保育(技術)學系	D 日	B 四技	247	9	59	13 屏東縣	2 技職
2660	0024	國立屏東科技大學	760401	(嬰)幼兒保育(技術)學系	N 修	B 四技	76	1	29	13 屏東縣	2 技職
2661	0024	國立屏東科技大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	M 碩士	11	0	2	13 屏東縣	2 技職
2662	0024	國立屏東科技大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	B 四技	420	11	112	13 屏東縣	2 技職
2663	0024	國立屏東科技大學	810533	休閒運動健康系	D 日	M 碩士	27	0	9	13 屏東縣	2 技職
2664	0024	國立屏東科技大學	810533	休閒運動健康系	D 日	B 四技	228	11	51	13 屏東縣	2 技職
2665	0024	國立屏東科技大學	810533	休閒運動健康系	N 職	M 碩士	43	0	17	13 屏東縣	2 技職
2666	0024	國立屏東科技大學	810533	休閒運動健康系	N 修	B 四技	203	0	40	13 屏東縣	2 技職
2667	0024	國立屏東科技大學	819977	民生類產學專班	N 修	B 四技	115	0	0	13 屏東縣	2 技職
2668	0024	國立屏東科技大學	999901	通識及共同科目	D 日		0	14	0	13 屏東縣	2 技職
2669	0024	國立屏東科技大學	999903	軍訓教官	D 日		0	7	0	13 屏東縣	2 技職
2670	0024	國立屏東科技大學	999905	師資培育中心	D 日		0	1	0	13 屏東縣	2 技職
2671	0024	國立屏東科技大學	999999	其他(包括行政助教)	D 日		0	7	0	13 屏東縣	2 技職
2672	0025	國立臺北科技大學	140113	技術及職業教育研究所	D 日	D 博士	62	0	1	30 臺北市	2 技職
2673	0025	國立臺北科技大學	140113	技術及職業教育研究所	D 日	M 碩士	63	7	13	30 臺北市	2 技職
2674	0025	國立臺北科技大學	140113	技術及職業教育研究所	N 職	M 碩士	65	1	22	30 臺北市	2 技職
2675	0025	國立臺北科技大學	220311	應用英文學系	D 日	M 碩士	41	0	6	30 臺北市	2 技職
2676	0025	國立臺北科技大學	220311	應用英文學系	D 日	B 四技	194	19	47	30 臺北市	2 技職
2677	0025	國立臺北科技大學	220311	應用英文學系	D 日	C 二技	4	0	0	30 臺北市	2 技職
2678	0025	國立臺北科技大學	220311	應用英文學系	N 職	M 碩士	48	0	12	30 臺北市	2 技職
2679	0025	國立臺北科技大學	230106	設計(科學)(創作)(運算)學系	D 日	D 博士	69	0	3	30 臺北市	2 技職
2680	0025	國立臺北科技大學	230111	創意設計系	D 日	B 四技	96	0	35	30 臺北市	2 技職
2681	0025	國立臺北科技大學	230122	互動媒體設計學系	N 職	M 碩士	28	0	13	30 臺北市	2 技職
2682	0025	國立臺北科技大學	230213	互動設計系	D 日	M 碩士	45	0	15	30 臺北市	2 技職
2683	0025	國立臺北科技大學	230213	互動設計系	D 日	B 四技	238	9	0	30 臺北市	2 技職
2684	0025	國立臺北科技大學	230213	互動設計系	D 日	C 二技	4	0	0	30 臺北市	2 技職
2685	0025	國立臺北科技大學	230303	工業(產品)設計學系	D 日	M 碩士	78	0	27	30 臺北市	2 技職
2686	0025	國立臺北科技大學	230303	工業(產品)設計學系	D 日	B 四技	248	15	53	30 臺北市	2 技職
2687	0025	國立臺北科技大學	230303	工業(產品)設計學系	D 日	C 二技	5	0	0	30 臺北市	2 技職
2688	0025	國立臺北科技大學	230303	工業(產品)設計學系	N 職	M 碩士	80	0	13	30 臺北市	2 技職
2689	0025	國立臺北科技大學	230303	工業(產品)設計學系	N 修	B 四技	42	0	0	30 臺北市	2 技職
2690	0025	國立臺北科技大學	239999	設計(暨藝術)學院(不分系)	D 日	M 碩士	0	0	1	30 臺北市	2 技職
2691	0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	D 日	M 碩士	88	0	43	30 臺北市	2 技職
2692	0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	D 日	B 四技	218	13	58	30 臺北市	2 技職
2693	0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	D 日	C 二技	5	0	0	30 臺北市	2 技職
2694	0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	94	0	46	30 臺北市	2 技職
2695	0025	國立臺北科技大學	340303	經營(與)管理(技術)學系	N 修	C 二技	91	0	46	30 臺北市	2 技職
2696	0025	國立臺北科技大學	340306	管理(科學)學系	D 日	D 博士	73	0	6	30 臺北市	2 技職
2697	0025	國立臺北科技大學	340511	資訊與財金管理學系	D 日	M 碩士	54	0	20	30 臺北市	2 技職
2698	0025	國立臺北科技大學	340511	資訊與財金管理學系	D 日	B 四技	198	8	0	30 臺北市	2 技職
2699	0025	國立臺北科技大學	340511	資訊與財金管理學系	D 日	C 二技	4	0	0	30 臺北市	2 技職
2700	0025	國立臺北科技大學	340511	資訊與財金管理學系	N 職	M 碩士	27	0	16	30 臺北市	2 技職
2701	0025	國立臺北科技大學	349930	文化(創意)事業(發展)(管理)系	D 日	B 四技	195	12	34	30 臺北市	2 技職
2702	0025	國立臺北科技大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	25	0	0	30 臺北市	2 技職
2703	0025	國立臺北科技大學	349999	管理學院(不分系)	D 日	M 碩士	30	0	10	30 臺北市	2 技職
2704	0025	國立臺北科技大學	349999	管理學院(不分系)	N 職	M 碩士	179	0	36	30 臺北市	2 技職
2705	0025	國立臺北科技大學	380210	智慧財產權(法律)研究所	D 日	M 碩士	46	4	7	30 臺北市	2 技職
2706	0025	國立臺北科技大學	380210	智慧財產權(法律)研究所	N 職	M 碩士	22	0	0	30 臺北市	2 技職
2707	0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	D 博士	66	0	3	30 臺北市	2 技職
2708	0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	239	0	101	30 臺北市	2 技職
2709	0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	B 四技	524	31	125	30 臺北市	2 技職
2710	0025	國立臺北科技大學	520101	電機(與控制)工程學系	D 日	C 二技	4	0	0	30 臺北市	2 技職
2711	0025	國立臺北科技大學	520101	電機(與控制)工程學系	N 職	M 碩士	91	0	19	30 臺北市	2 技職
2712	0025	國立臺北科技大學	520101	電機(與控制)工程學系	N 修	C 二技	50	3	37	30 臺北市	2 技職
2713	0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	D 博士	49	0	8	30 臺北市	2 技職
2714	0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	M 碩士	215	0	103	30 臺北市	2 技職
2715	0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	B 四技	399	28	98	30 臺北市	2 技職
2716	0025	國立臺北科技大學	520103	(微)電子(工程)學系	D 日	C 二技	7	0	0	30 臺北市	2 技職
2717	0025	國立臺北科技大學	520103	(微)電子(工程)學系	N 職	M 碩士	72	0	16	30 臺北市	2 技職
2718	0025	國立臺北科技大學	520103	(微)電子(工程)學系	N 修	B 四技	161	1	0	30 臺北市	2 技職
2719	0025	國立臺北科技大學	520103	(微)電子(工程)學系	N 修	C 二技	50	0	30	30 臺北市	2 技職
2720	0025	國立臺北科技大學	520106	光電(科學與)工程學系	D 日	D 博士	9	0	3	30 臺北市	2 技職
2721	0025	國立臺北科技大學	520106	光電(科學與)工程學系	D 日	M 碩士	133	0	60	30 臺北市	2 技職
2722	0025	國立臺北科技大學	520106	光電(科學與)工程學系	D 日	B 四技	171	20	42	30 臺北市	2 技職
2723	0025	國立臺北科技大學	520114	資訊工程學系	D 日	D 博士	24	0	2	30 臺北市	2 技職
2724	0025	國立臺北科技大學	520114	資訊工程學系	D 日	M 碩士	125	0	64	30 臺北市	2 技職
2725	0025	國立臺北科技大學	520114	資訊工程學系	D 日	B 四技	204	15	50	30 臺北市	2 技職
2726	0025	國立臺北科技大學	520114	資訊工程學系	D 日	C 二技	2	0	0	30 臺北市	2 技職
2727	0025	國立臺北科技大學	520122	電資系	D 日	B 四技	139	2	28	30 臺北市	2 技職
2728	0025	國立臺北科技大學	520122	電資系	N 職	M 碩士	3	0	1	30 臺北市	2 技職
2729	0025	國立臺北科技大學	520188	電資類產業研發專班	D 日	M 碩士	28	0	23	30 臺北市	2 技職
2730	0025	國立臺北科技大學	520196	電機(資訊)學院	D 日	D 博士	9	0	1	30 臺北市	2 技職
2731	0025	國立臺北科技大學	520196	電機(資訊)學院	D 日	M 碩士	23	0	12	30 臺北市	2 技職
2732	0025	國立臺北科技大學	520197	機電學士班	D 日	B 四技	72	0	0	30 臺北市	2 技職
2733	0025	國立臺北科技大學	520201	(動力)機械工程學系	D 日	M 碩士	197	0	0	30 臺北市	2 技職
2734	0025	國立臺北科技大學	520201	(動力)機械工程學系	D 日	B 四技	587	25	146	30 臺北市	2 技職
2735	0025	國立臺北科技大學	520201	(動力)機械工程學系	D 日	C 二技	2	0	0	30 臺北市	2 技職
2736	0025	國立臺北科技大學	520201	(動力)機械工程學系	N 職	M 碩士	59	0	0	30 臺北市	2 技職
2737	0025	國立臺北科技大學	520201	(動力)機械工程學系	N 修	B 四技	244	2	0	30 臺北市	2 技職
2738	0025	國立臺北科技大學	520201	(動力)機械工程學系	N 修	C 二技	56	0	31	30 臺北市	2 技職
2739	0025	國立臺北科技大學	520202	車輛工程系	D 日	M 碩士	85	0	33	30 臺北市	2 技職
2740	0025	國立臺北科技大學	520202	車輛工程系	D 日	B 四技	226	14	63	30 臺北市	2 技職
2741	0025	國立臺北科技大學	520202	車輛工程系	N 職	M 碩士	53	0	10	30 臺北市	2 技職
2742	0025	國立臺北科技大學	520202	車輛工程系	N 修	B 四技	178	0	0	30 臺北市	2 技職
2743	0025	國立臺北科技大學	520217	製造科技研究所	D 日	D 博士	25	0	0	30 臺北市	2 技職
2744	0025	國立臺北科技大學	520217	製造科技研究所	D 日	M 碩士	118	9	59	30 臺北市	2 技職
2745	0025	國立臺北科技大學	520217	製造科技研究所	N 職	M 碩士	46	0	16	30 臺北市	2 技職
2746	0025	國立臺北科技大學	520219	機械與自動化工程學系	D 日	M 碩士	14	0	0	30 臺北市	2 技職
2747	0025	國立臺北科技大學	520221	機電科技學系	D 日	D 博士	84	0	14	30 臺北市	2 技職
2748	0025	國立臺北科技大學	520225	自動化科技研究所	D 日	M 碩士	81	7	24	30 臺北市	2 技職
2749	0025	國立臺北科技大學	520225	自動化科技研究所	N 職	M 碩士	46	0	1	30 臺北市	2 技職
2750	0025	國立臺北科技大學	520230	(光)機電整合(工程)研究所	D 日	M 碩士	0	0	80	30 臺北市	2 技職
2751	0025	國立臺北科技大學	520230	(光)機電整合(工程)研究所	N 職	M 碩士	0	0	12	30 臺北市	2 技職
2752	0025	國立臺北科技大學	520288	機械類產業研發專班	D 日	M 碩士	0	0	13	30 臺北市	2 技職
2753	0025	國立臺北科技大學	520301	土木工程學系	D 日	D 博士	19	0	1	30 臺北市	2 技職
2754	0025	國立臺北科技大學	520301	土木工程學系	D 日	M 碩士	187	0	71	30 臺北市	2 技職
2755	0025	國立臺北科技大學	520301	土木工程學系	D 日	B 四技	392	24	101	30 臺北市	2 技職
2756	0025	國立臺北科技大學	520301	土木工程學系	D 日	C 二技	11	0	0	30 臺北市	2 技職
2757	0025	國立臺北科技大學	520301	土木工程學系	N 職	M 碩士	67	0	24	30 臺北市	2 技職
2758	0025	國立臺北科技大學	520301	土木工程學系	N 修	C 二技	77	0	42	30 臺北市	2 技職
2759	0025	國立臺北科技大學	520402	化學工程與生物科技學系	D 日	D 博士	8	0	2	30 臺北市	2 技職
2760	0025	國立臺北科技大學	520402	化學工程與生物科技學系	D 日	M 碩士	175	0	80	30 臺北市	2 技職
2761	0025	國立臺北科技大學	520402	化學工程與生物科技學系	D 日	B 四技	513	30	129	30 臺北市	2 技職
2762	0025	國立臺北科技大學	520402	化學工程與生物科技學系	N 職	M 碩士	33	0	10	30 臺北市	2 技職
2763	0025	國立臺北科技大學	520402	化學工程與生物科技學系	N 修	C 二技	49	0	17	30 臺北市	2 技職
2764	0025	國立臺北科技大學	520408	分子科學(與工程)學系	D 日	D 博士	35	0	1	30 臺北市	2 技職
2765	0025	國立臺北科技大學	520408	分子科學(與工程)學系	D 日	M 碩士	109	0	52	30 臺北市	2 技職
